timestamp,message
1.77818E+12,"START RequestId: 07b6bd35-c265-415d-ac0e-aa3ce2bfa11e Version: $LATEST
"
1.77818E+12,"[INFO]	2026-05-07T17:35:20.284Z	07b6bd35-c265-415d-ac0e-aa3ce2bfa11e	Starting S3 Client
"
1.77818E+12,"[INFO]	2026-05-07T17:35:43.589Z	07b6bd35-c265-415d-ac0e-aa3ce2bfa11e	Converting NOTES to VARCHAR
"
1.77818E+12,"[INFO]	2026-05-07T17:35:43.591Z	07b6bd35-c265-415d-ac0e-aa3ce2bfa11e	Creating combined table DataFrame
"
1.77818E+12,"[INFO]	2026-05-07T17:35:43.592Z	07b6bd35-c265-415d-ac0e-aa3ce2bfa11e	Connecting to SF
"
1.77818E+12,"[INFO]	2026-05-07T17:35:43.767Z	07b6bd35-c265-415d-ac0e-aa3ce2bfa11e	Snowflake Connector for Python Version: 4.4.0, Python Version: 3.12.13, Platform: Linux-5.10.252-285.992.amzn2.x86_64-x86_64-with-glibc2.34
"
1.77818E+12,"[INFO]	2026-05-07T17:35:43.767Z	07b6bd35-c265-415d-ac0e-aa3ce2bfa11e	Connecting to GLOBAL Snowflake domain
"
1.77818E+12,"[INFO]	2026-05-07T17:35:44.256Z	07b6bd35-c265-415d-ac0e-aa3ce2bfa11e	Creating temp table MONTHLY_BUDGET_RAW_stage_eb55fbdc
"
1.77818E+12,"[INFO]	2026-05-07T17:35:44.531Z	07b6bd35-c265-415d-ac0e-aa3ce2bfa11e	Writing DataFrame to temp table MONTHLY_BUDGET_RAW_stage_eb55fbdc
"
1.77818E+12,"[INFO]	2026-05-07T17:35:46.032Z	07b6bd35-c265-415d-ac0e-aa3ce2bfa11e	Beginning Snowflake transaction
"
1.77818E+12,"[INFO]	2026-05-07T17:35:46.172Z	07b6bd35-c265-415d-ac0e-aa3ce2bfa11e	Deleting from MONTHLY_BUDGET_RAW
"
1.77818E+12,"[INFO]	2026-05-07T17:35:46.512Z	07b6bd35-c265-415d-ac0e-aa3ce2bfa11e	Inserting into MONTHLY_BUDGET_RAW from MONTHLY_BUDGET_RAW_stage_eb55fbdc
"
1.77818E+12,"[INFO]	2026-05-07T17:35:46.971Z	07b6bd35-c265-415d-ac0e-aa3ce2bfa11e	Committing Snowflake transaction
"
1.77818E+12,"END RequestId: 07b6bd35-c265-415d-ac0e-aa3ce2bfa11e
"
1.77818E+12,"REPORT RequestId: 07b6bd35-c265-415d-ac0e-aa3ce2bfa11e	Duration: 27065.59 ms	Billed Duration: 27066 ms	Memory Size: 512 MB	Max Memory Used: 313 MB	
"
